Type,Sentence,Grammatical,Region Start,Region End,Is Training
<S_XG>,I know that Melissa's recent attitude towards Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Timothy's recent attitude towards Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Michael's current attitude towards Jennifer bothered lately,False,65,71,True
<S_XG>,I know that Ashley's current attitude towards Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Daniel's current attitude towards Jennifer bothered lately,False,64,70,True
<S_XG>,I know that John's current attitude towards Jennifer bothered lately,False,62,68,True
<S_XG>,I know that Brandon's current attitude towards Jennifer bothered lately,False,65,71,True
<S_XG>,I know that William's current attitude towards Jennifer bothered lately,False,65,71,True
<S_XG>,I know that Nicole's current attitude towards Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Eric's current attitude towards Jennifer bothered lately,False,62,68,True
<S_XG>,I know that Melissa's current attitude towards Jennifer bothered lately,False,65,71,True
<S_XG>,I know that Timothy's current attitude towards Jennifer bothered lately,False,65,71,True
<S_XG>,I know that Michael's recent friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that Ashley's recent friendship with Jennifer bothered lately,False,62,68,True
<S_XG>,I know that Daniel's recent friendship with Jennifer bothered lately,False,62,68,True
<S_XG>,I know that John's recent friendship with Jennifer bothered lately,False,60,66,True
<S_XG>,I know that Brandon's recent friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that William's recent friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that Nicole's recent friendship with Jennifer bothered lately,False,62,68,True
<S_XG>,I know that Eric's recent friendship with Jennifer bothered lately,False,60,66,True
<S_XG>,I know that Melissa's recent friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that Timothy's recent friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that Michael's current friendship with Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Ashley's current friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that Daniel's current friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that John's current friendship with Jennifer bothered lately,False,61,67,True
<S_XG>,I know that Brandon's current friendship with Jennifer bothered lately,False,64,70,True
<S_XG>,I know that William's current friendship with Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Nicole's current friendship with Jennifer bothered lately,False,63,69,True
<S_XG>,I know that Eric's current friendship with Jennifer bothered lately,False,61,67,True
<S_XG>,I know that Melissa's current friendship with Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Timothy's current friendship with Jennifer bothered lately,False,64,70,True
<S_XG>,I know that Michael's recent praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that Ashley's recent praising of Jennifer bothered lately,False,58,64,True
<S_XG>,I know that Daniel's recent praising of Jennifer bothered lately,False,58,64,True
<S_XG>,I know that John's recent praising of Jennifer bothered lately,False,56,62,True
<S_XG>,I know that Brandon's recent praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that William's recent praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that Nicole's recent praising of Jennifer bothered lately,False,58,64,True
<S_XG>,I know that Eric's recent praising of Jennifer bothered lately,False,56,62,True
<S_XG>,I know that Melissa's recent praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that Timothy's recent praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that Michael's current praising of Jennifer bothered lately,False,60,66,True
<S_XG>,I know that Ashley's current praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that Daniel's current praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that John's current praising of Jennifer bothered lately,False,57,63,True
<S_XG>,I know that Brandon's current praising of Jennifer bothered lately,False,60,66,True
<S_XG>,I know that William's current praising of Jennifer bothered lately,False,60,66,True
<S_XG>,I know that Nicole's current praising of Jennifer bothered lately,False,59,65,True
<S_XG>,I know that Eric's current praising of Jennifer bothered lately,False,57,63,True
<S_XG>,I know that Melissa's current praising of Jennifer bothered lately,False,60,66,True
<S_XG>,I know that Timothy's current praising of Jennifer bothered lately,False,60,66,True
<S_XG>,I know that Michael's recent talking to David bothered lately,False,55,61,True
<S_XG>,I know that Ashley's recent talking to David bothered lately,False,54,60,True
<S_XG>,I know that Daniel's recent talking to David bothered lately,False,54,60,True
<S_XG>,I know that John's recent talking to David bothered lately,False,52,58,True
<S_XG>,I know that Brandon's recent talking to David bothered lately,False,55,61,True
<S_XG>,I know that William's recent talking to David bothered lately,False,55,61,True
<S_XG>,I know that Nicole's recent talking to David bothered lately,False,54,60,True
<S_XG>,I know that Eric's recent talking to David bothered lately,False,52,58,True
<S_XG>,I know that Melissa's recent talking to David bothered lately,False,55,61,True
<S_XG>,I know that Timothy's recent talking to David bothered lately,False,55,61,True
<S_XG>,I know that Michael's current talking to David bothered lately,False,56,62,True
<S_XG>,I know that Ashley's current talking to David bothered lately,False,55,61,True
<S_XG>,I know that Daniel's current talking to David bothered lately,False,55,61,True
<S_XG>,I know that John's current talking to David bothered lately,False,53,59,True
<S_XG>,I know that Brandon's current talking to David bothered lately,False,56,62,True
<S_XG>,I know that William's current talking to David bothered lately,False,56,62,True
<S_XG>,I know that Nicole's current talking to David bothered lately,False,55,61,True
<S_XG>,I know that Eric's current talking to David bothered lately,False,53,59,True
<S_XG>,I know that Melissa's current talking to David bothered lately,False,56,62,True
<S_XG>,I know that Timothy's current talking to David bothered lately,False,56,62,True
<S_XG>,I know that Michael's recent attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that Ashley's recent attitude towards David bothered lately,False,60,66,True
<S_XG>,I know that Daniel's recent attitude towards David bothered lately,False,60,66,True
<S_XG>,I know that John's recent attitude towards David bothered lately,False,58,64,True
<S_XG>,I know that Brandon's recent attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that William's recent attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that Nicole's recent attitude towards David bothered lately,False,60,66,True
<S_XG>,I know that Eric's recent attitude towards David bothered lately,False,58,64,True
<S_XG>,I know that Melissa's recent attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that Timothy's recent attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that Michael's current attitude towards David bothered lately,False,62,68,True
<S_XG>,I know that Ashley's current attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that Daniel's current attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that John's current attitude towards David bothered lately,False,59,65,True
<S_XG>,I know that Brandon's current attitude towards David bothered lately,False,62,68,True
<S_XG>,I know that William's current attitude towards David bothered lately,False,62,68,True
<S_XG>,I know that Nicole's current attitude towards David bothered lately,False,61,67,True
<S_XG>,I know that Eric's current attitude towards David bothered lately,False,59,65,True
<S_XG>,I know that Melissa's current attitude towards David bothered lately,False,62,68,True
<S_XG>,I know that Timothy's current attitude towards David bothered lately,False,62,68,True
<S_XG>,I know that Michael's recent friendship with David bothered lately,False,60,66,True
<S_XG>,I know that Ashley's recent friendship with David bothered lately,False,59,65,True
<S_XG>,I know that Daniel's recent friendship with David bothered lately,False,59,65,True
<S_XG>,I know that John's recent friendship with David bothered lately,False,57,63,True
<S_XG>,I know that Brandon's recent friendship with David bothered lately,False,60,66,True
<S_XG>,I know that William's recent friendship with David bothered lately,False,60,66,True
<S_XG>,I know that Nicole's recent friendship with David bothered lately,False,59,65,True
<S_XG>,I know that Eric's recent friendship with David bothered lately,False,57,63,True
<S_XG>,I know that Melissa's recent friendship with David bothered lately,False,60,66,True
<S_XG>,I know that Timothy's recent friendship with David bothered lately,False,60,66,True
<S_XG>,I know that Michael's current friendship with David bothered lately,False,61,67,True
<S_XG>,I know that Ashley's current friendship with David bothered lately,False,60,66,True
<S_XG>,I know that Daniel's current friendship with David bothered lately,False,60,66,True
<S_XG>,I know that John's current friendship with David bothered lately,False,58,64,True
<S_XG>,I know that Brandon's current friendship with David bothered lately,False,61,67,True
<S_XG>,I know that William's current friendship with David bothered lately,False,61,67,True
<S_XG>,I know that Nicole's current friendship with David bothered lately,False,60,66,True
<S_XG>,I know that Eric's current friendship with David bothered lately,False,58,64,True
<S_XG>,I know that Melissa's current friendship with David bothered lately,False,61,67,True
<S_XG>,I know that Timothy's current friendship with David bothered lately,False,61,67,True
<S_XG>,I know that Michael's recent praising of David bothered lately,False,56,62,True
<S_XG>,I know that Ashley's recent praising of David bothered lately,False,55,61,True
<S_XG>,I know that Daniel's recent praising of David bothered lately,False,55,61,True
<S_XG>,I know that John's recent praising of David bothered lately,False,53,59,True
<S_XG>,I know that Brandon's recent praising of David bothered lately,False,56,62,True
<S_XG>,I know that William's recent praising of David bothered lately,False,56,62,True
<S_XG>,I know that Nicole's recent praising of David bothered lately,False,55,61,True
<S_XG>,I know that Eric's recent praising of David bothered lately,False,53,59,True
<S_XG>,I know that Melissa's recent praising of David bothered lately,False,56,62,True
<S_XG>,I know that Timothy's recent praising of David bothered lately,False,56,62,True
<S_XG>,I know that Michael's current praising of David bothered lately,False,57,63,True
<S_XG>,I know that Ashley's current praising of David bothered lately,False,56,62,True
<S_XG>,I know that Daniel's current praising of David bothered lately,False,56,62,True
<S_XG>,I know that John's current praising of David bothered lately,False,54,60,True
<S_XG>,I know that Brandon's current praising of David bothered lately,False,57,63,True
<S_XG>,I know that William's current praising of David bothered lately,False,57,63,True
<S_XG>,I know that Nicole's current praising of David bothered lately,False,56,62,True
<S_XG>,I know that Eric's current praising of David bothered lately,False,54,60,True
<S_XG>,I know that Melissa's current praising of David bothered lately,False,57,63,True
<S_XG>,I know that Timothy's current praising of David bothered lately,False,57,63,True
<S_XG>,I know that Michael's recent talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that Ashley's recent talking to Christopher distracted lately,False,62,68,True
<S_XG>,I know that Daniel's recent talking to Christopher distracted lately,False,62,68,True
<S_XG>,I know that John's recent talking to Christopher distracted lately,False,60,66,True
<S_XG>,I know that Brandon's recent talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that William's recent talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that Nicole's recent talking to Christopher distracted lately,False,62,68,True
<S_XG>,I know that Eric's recent talking to Christopher distracted lately,False,60,66,True
<S_XG>,I know that Melissa's recent talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that Timothy's recent talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that Michael's current talking to Christopher distracted lately,False,64,70,True
<S_XG>,I know that Ashley's current talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that Daniel's current talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that John's current talking to Christopher distracted lately,False,61,67,True
<S_XG>,I know that Brandon's current talking to Christopher distracted lately,False,64,70,True
<S_XG>,I know that William's current talking to Christopher distracted lately,False,64,70,True
<S_XG>,I know that Nicole's current talking to Christopher distracted lately,False,63,69,True
<S_XG>,I know that Eric's current talking to Christopher distracted lately,False,61,67,True
<S_XG>,I know that Melissa's current talking to Christopher distracted lately,False,64,70,True
<S_XG>,I know that Timothy's current talking to Christopher distracted lately,False,64,70,True
<S_XG>,I know that Michael's recent attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that Ashley's recent attitude towards Christopher distracted lately,False,68,74,True
<S_XG>,I know that Daniel's recent attitude towards Christopher distracted lately,False,68,74,True
<S_XG>,I know that John's recent attitude towards Christopher distracted lately,False,66,72,True
<S_XG>,I know that Brandon's recent attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that William's recent attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that Nicole's recent attitude towards Christopher distracted lately,False,68,74,True
<S_XG>,I know that Eric's recent attitude towards Christopher distracted lately,False,66,72,True
<S_XG>,I know that Melissa's recent attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that Timothy's recent attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that Michael's current attitude towards Christopher distracted lately,False,70,76,True
<S_XG>,I know that Ashley's current attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that Daniel's current attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that John's current attitude towards Christopher distracted lately,False,67,73,True
<S_XG>,I know that Brandon's current attitude towards Christopher distracted lately,False,70,76,True
<S_XG>,I know that William's current attitude towards Christopher distracted lately,False,70,76,True
<S_XG>,I know that Nicole's current attitude towards Christopher distracted lately,False,69,75,True
<S_XG>,I know that Eric's current attitude towards Christopher distracted lately,False,67,73,True
<S_XG>,I know that Melissa's current attitude towards Christopher distracted lately,False,70,76,True
<S_XG>,I know that Timothy's current attitude towards Christopher distracted lately,False,70,76,True
<S_XG>,I know that Michael's recent friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that Ashley's recent friendship with Christopher distracted lately,False,67,73,True
<S_XG>,I know that Daniel's recent friendship with Christopher distracted lately,False,67,73,True
<S_XG>,I know that John's recent friendship with Christopher distracted lately,False,65,71,True
<S_XG>,I know that Brandon's recent friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that William's recent friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that Nicole's recent friendship with Christopher distracted lately,False,67,73,True
<S_XG>,I know that Eric's recent friendship with Christopher distracted lately,False,65,71,True
<S_XG>,I know that Melissa's recent friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that Timothy's recent friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that Michael's current friendship with Christopher distracted lately,False,69,75,True
<S_XG>,I know that Ashley's current friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that Daniel's current friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that John's current friendship with Christopher distracted lately,False,66,72,True
<S_XG>,I know that Brandon's current friendship with Christopher distracted lately,False,69,75,True
<S_XG>,I know that William's current friendship with Christopher distracted lately,False,69,75,True
<S_XG>,I know that Nicole's current friendship with Christopher distracted lately,False,68,74,True
<S_XG>,I know that Eric's current friendship with Christopher distracted lately,False,66,72,True
<S_XG>,I know that Melissa's current friendship with Christopher distracted lately,False,69,75,True
<S_XG>,I know that Timothy's current friendship with Christopher distracted lately,False,69,75,True
<S_XG>,I know that Michael's recent praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that Ashley's recent praising of Christopher distracted lately,False,63,69,True
<S_XG>,I know that Daniel's recent praising of Christopher distracted lately,False,63,69,True
<S_XG>,I know that John's recent praising of Christopher distracted lately,False,61,67,True
<S_XG>,I know that Brandon's recent praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that William's recent praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that Nicole's recent praising of Christopher distracted lately,False,63,69,True
<S_XG>,I know that Eric's recent praising of Christopher distracted lately,False,61,67,True
<S_XG>,I know that Melissa's recent praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that Timothy's recent praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that Michael's current praising of Christopher distracted lately,False,65,71,True
<S_XG>,I know that Ashley's current praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that Daniel's current praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that John's current praising of Christopher distracted lately,False,62,68,True
<S_XG>,I know that Brandon's current praising of Christopher distracted lately,False,65,71,True
<S_XG>,I know that William's current praising of Christopher distracted lately,False,65,71,True
<S_XG>,I know that Nicole's current praising of Christopher distracted lately,False,64,70,True
<S_XG>,I know that Eric's current praising of Christopher distracted lately,False,62,68,True
<S_XG>,I know that Melissa's current praising of Christopher distracted lately,False,65,71,True
<S_XG>,I know that Timothy's current praising of Christopher distracted lately,False,65,71,True
<S_XG>,I know that Michael's recent talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Ashley's recent talking to Jennifer distracted lately,False,59,65,True
<S_XG>,I know that Daniel's recent talking to Jennifer distracted lately,False,59,65,True
<S_XG>,I know that John's recent talking to Jennifer distracted lately,False,57,63,True
<S_XG>,I know that Brandon's recent talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that William's recent talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Nicole's recent talking to Jennifer distracted lately,False,59,65,True
<S_XG>,I know that Eric's recent talking to Jennifer distracted lately,False,57,63,True
<S_XG>,I know that Melissa's recent talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Timothy's recent talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Michael's current talking to Jennifer distracted lately,False,61,67,True
<S_XG>,I know that Ashley's current talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Daniel's current talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that John's current talking to Jennifer distracted lately,False,58,64,True
<S_XG>,I know that Brandon's current talking to Jennifer distracted lately,False,61,67,True
<S_XG>,I know that William's current talking to Jennifer distracted lately,False,61,67,True
<S_XG>,I know that Nicole's current talking to Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Eric's current talking to Jennifer distracted lately,False,58,64,True
<S_XG>,I know that Melissa's current talking to Jennifer distracted lately,False,61,67,True
<S_XG>,I know that Timothy's current talking to Jennifer distracted lately,False,61,67,True
<S_XG>,I know that Michael's recent attitude towards Jennifer distracted lately,False,66,72,True
<S_XG>,I know that Ashley's recent attitude towards Jennifer distracted lately,False,65,71,True
<S_XG>,I know that Daniel's recent attitude towards Jennifer distracted lately,False,65,71,True
<S_XG>,I know that John's recent attitude towards Jennifer distracted lately,False,63,69,False
<S_XG>,I know that Brandon's recent attitude towards Jennifer distracted lately,False,66,72,False
<S_XG>,I know that William's recent attitude towards Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Nicole's recent attitude towards Jennifer distracted lately,False,65,71,False
<S_XG>,I know that Eric's recent attitude towards Jennifer distracted lately,False,63,69,False
<S_XG>,I know that Melissa's recent attitude towards Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Timothy's recent attitude towards Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Michael's current attitude towards Jennifer distracted lately,False,67,73,True
<S_XG>,I know that Ashley's current attitude towards Jennifer distracted lately,False,66,72,True
<S_XG>,I know that Daniel's current attitude towards Jennifer distracted lately,False,66,72,True
<S_XG>,I know that John's current attitude towards Jennifer distracted lately,False,64,70,False
<S_XG>,I know that Brandon's current attitude towards Jennifer distracted lately,False,67,73,False
<S_XG>,I know that William's current attitude towards Jennifer distracted lately,False,67,73,False
<S_XG>,I know that Nicole's current attitude towards Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Eric's current attitude towards Jennifer distracted lately,False,64,70,False
<S_XG>,I know that Melissa's current attitude towards Jennifer distracted lately,False,67,73,False
<S_XG>,I know that Timothy's current attitude towards Jennifer distracted lately,False,67,73,False
<S_XG>,I know that Michael's recent friendship with Jennifer distracted lately,False,65,71,True
<S_XG>,I know that Ashley's recent friendship with Jennifer distracted lately,False,64,70,True
<S_XG>,I know that Daniel's recent friendship with Jennifer distracted lately,False,64,70,True
<S_XG>,I know that John's recent friendship with Jennifer distracted lately,False,62,68,False
<S_XG>,I know that Brandon's recent friendship with Jennifer distracted lately,False,65,71,False
<S_XG>,I know that William's recent friendship with Jennifer distracted lately,False,65,71,False
<S_XG>,I know that Nicole's recent friendship with Jennifer distracted lately,False,64,70,False
<S_XG>,I know that Eric's recent friendship with Jennifer distracted lately,False,62,68,False
<S_XG>,I know that Melissa's recent friendship with Jennifer distracted lately,False,65,71,False
<S_XG>,I know that Timothy's recent friendship with Jennifer distracted lately,False,65,71,False
<S_XG>,I know that Michael's current friendship with Jennifer distracted lately,False,66,72,True
<S_XG>,I know that Ashley's current friendship with Jennifer distracted lately,False,65,71,True
<S_XG>,I know that Daniel's current friendship with Jennifer distracted lately,False,65,71,True
<S_XG>,I know that John's current friendship with Jennifer distracted lately,False,63,69,False
<S_XG>,I know that Brandon's current friendship with Jennifer distracted lately,False,66,72,False
<S_XG>,I know that William's current friendship with Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Nicole's current friendship with Jennifer distracted lately,False,65,71,False
<S_XG>,I know that Eric's current friendship with Jennifer distracted lately,False,63,69,False
<S_XG>,I know that Melissa's current friendship with Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Timothy's current friendship with Jennifer distracted lately,False,66,72,False
<S_XG>,I know that Michael's recent praising of Jennifer distracted lately,False,61,67,True
<S_XG>,I know that Ashley's recent praising of Jennifer distracted lately,False,60,66,True
<S_XG>,I know that Daniel's recent praising of Jennifer distracted lately,False,60,66,True
<S_XG>,I know that John's recent praising of Jennifer distracted lately,False,58,64,False
<S_XG>,I know that Brandon's recent praising of Jennifer distracted lately,False,61,67,False
<S_XG>,I know that William's recent praising of Jennifer distracted lately,False,61,67,False
<S_XG>,I know that Nicole's recent praising of Jennifer distracted lately,False,60,66,False
<S_XG>,I know that Eric's recent praising of Jennifer distracted lately,False,58,64,False
<S_XG>,I know that Melissa's recent praising of Jennifer distracted lately,False,61,67,False
<S_XG>,I know that Timothy's recent praising of Jennifer distracted lately,False,61,67,False
<S_XG>,I know that Michael's current praising of Jennifer distracted lately,False,62,68,True
<S_XG>,I know that Ashley's current praising of Jennifer distracted lately,False,61,67,True
<S_XG>,I know that Daniel's current praising of Jennifer distracted lately,False,61,67,True
<S_XG>,I know that John's current praising of Jennifer distracted lately,False,59,65,False
<S_XG>,I know that Brandon's current praising of Jennifer distracted lately,False,62,68,False
<S_XG>,I know that William's current praising of Jennifer distracted lately,False,62,68,False
<S_XG>,I know that Nicole's current praising of Jennifer distracted lately,False,61,67,False
<S_XG>,I know that Eric's current praising of Jennifer distracted lately,False,59,65,False
<S_XG>,I know that Melissa's current praising of Jennifer distracted lately,False,62,68,False
<S_XG>,I know that Timothy's current praising of Jennifer distracted lately,False,62,68,False
<S_XG>,I know that Michael's recent talking to David distracted lately,False,57,63,True
<S_XG>,I know that Ashley's recent talking to David distracted lately,False,56,62,True
<S_XG>,I know that Daniel's recent talking to David distracted lately,False,56,62,True
<S_XG>,I know that John's recent talking to David distracted lately,False,54,60,True
<S_XG>,I know that Brandon's recent talking to David distracted lately,False,57,63,True
<S_XG>,I know that William's recent talking to David distracted lately,False,57,63,True
<S_XG>,I know that Nicole's recent talking to David distracted lately,False,56,62,True
<S_XG>,I know that Eric's recent talking to David distracted lately,False,54,60,True
<S_XG>,I know that Melissa's recent talking to David distracted lately,False,57,63,True
<S_XG>,I know that Timothy's recent talking to David distracted lately,False,57,63,True
<S_XG>,I know that Michael's current talking to David distracted lately,False,58,64,True
<S_XG>,I know that Ashley's current talking to David distracted lately,False,57,63,True
<S_XG>,I know that Daniel's current talking to David distracted lately,False,57,63,True
<S_XG>,I know that John's current talking to David distracted lately,False,55,61,True
<S_XG>,I know that Brandon's current talking to David distracted lately,False,58,64,True
<S_XG>,I know that William's current talking to David distracted lately,False,58,64,True
<S_XG>,I know that Nicole's current talking to David distracted lately,False,57,63,True
<S_XG>,I know that Eric's current talking to David distracted lately,False,55,61,True
<S_XG>,I know that Melissa's current talking to David distracted lately,False,58,64,True
<S_XG>,I know that Timothy's current talking to David distracted lately,False,58,64,True
<S_XG>,I know that Michael's recent attitude towards David distracted lately,False,63,69,True
<S_XG>,I know that Ashley's recent attitude towards David distracted lately,False,62,68,True
<S_XG>,I know that Daniel's recent attitude towards David distracted lately,False,62,68,True
<S_XG>,I know that John's recent attitude towards David distracted lately,False,60,66,False
<S_XG>,I know that Brandon's recent attitude towards David distracted lately,False,63,69,False
<S_XG>,I know that William's recent attitude towards David distracted lately,False,63,69,False
<S_XG>,I know that Nicole's recent attitude towards David distracted lately,False,62,68,False
<S_XG>,I know that Eric's recent attitude towards David distracted lately,False,60,66,False
<S_XG>,I know that Melissa's recent attitude towards David distracted lately,False,63,69,False
<S_XG>,I know that Timothy's recent attitude towards David distracted lately,False,63,69,False
<S_XG>,I know that Michael's current attitude towards David distracted lately,False,64,70,True
<S_XG>,I know that Ashley's current attitude towards David distracted lately,False,63,69,True
<S_XG>,I know that Daniel's current attitude towards David distracted lately,False,63,69,True
<S_XG>,I know that John's current attitude towards David distracted lately,False,61,67,False
<S_XG>,I know that Brandon's current attitude towards David distracted lately,False,64,70,False
<S_XG>,I know that William's current attitude towards David distracted lately,False,64,70,False
<S_XG>,I know that Nicole's current attitude towards David distracted lately,False,63,69,False
<S_XG>,I know that Eric's current attitude towards David distracted lately,False,61,67,False
<S_XG>,I know that Melissa's current attitude towards David distracted lately,False,64,70,False
<S_XG>,I know that Timothy's current attitude towards David distracted lately,False,64,70,False
<S_XG>,I know that Michael's recent friendship with David distracted lately,False,62,68,True
<S_XG>,I know that Ashley's recent friendship with David distracted lately,False,61,67,True
<S_XG>,I know that Daniel's recent friendship with David distracted lately,False,61,67,True
<S_XG>,I know that John's recent friendship with David distracted lately,False,59,65,False
<S_XG>,I know that Brandon's recent friendship with David distracted lately,False,62,68,False
<S_XG>,I know that William's recent friendship with David distracted lately,False,62,68,False
<S_XG>,I know that Nicole's recent friendship with David distracted lately,False,61,67,False
<S_XG>,I know that Eric's recent friendship with David distracted lately,False,59,65,False
<S_XG>,I know that Melissa's recent friendship with David distracted lately,False,62,68,False
<S_XG>,I know that Timothy's recent friendship with David distracted lately,False,62,68,False
<S_XG>,I know that Michael's current friendship with David distracted lately,False,63,69,True
<S_XG>,I know that Ashley's current friendship with David distracted lately,False,62,68,True
<S_XG>,I know that Daniel's current friendship with David distracted lately,False,62,68,True
<S_XG>,I know that John's current friendship with David distracted lately,False,60,66,False
<S_XG>,I know that Brandon's current friendship with David distracted lately,False,63,69,False
<S_XG>,I know that William's current friendship with David distracted lately,False,63,69,False
<S_XG>,I know that Nicole's current friendship with David distracted lately,False,62,68,False
<S_XG>,I know that Eric's current friendship with David distracted lately,False,60,66,False
<S_XG>,I know that Melissa's current friendship with David distracted lately,False,63,69,False
<S_XG>,I know that Timothy's current friendship with David distracted lately,False,63,69,False
<S_XG>,I know that Michael's recent praising of David distracted lately,False,58,64,True
<S_XG>,I know that Ashley's recent praising of David distracted lately,False,57,63,True
<S_XG>,I know that Daniel's recent praising of David distracted lately,False,57,63,True
<S_XG>,I know that John's recent praising of David distracted lately,False,55,61,False
<S_XG>,I know that Brandon's recent praising of David distracted lately,False,58,64,False
<S_XG>,I know that William's recent praising of David distracted lately,False,58,64,False
<S_XG>,I know that Nicole's recent praising of David distracted lately,False,57,63,False
<S_XG>,I know that Eric's recent praising of David distracted lately,False,55,61,False
<S_XG>,I know that Melissa's recent praising of David distracted lately,False,58,64,False
<S_XG>,I know that Timothy's recent praising of David distracted lately,False,58,64,False
<S_XG>,I know that Michael's current praising of David distracted lately,False,59,65,True
<S_XG>,I know that Ashley's current praising of David distracted lately,False,58,64,True
<S_XG>,I know that Daniel's current praising of David distracted lately,False,58,64,True
<S_XG>,I know that John's current praising of David distracted lately,False,56,62,False
<S_XG>,I know that Brandon's current praising of David distracted lately,False,59,65,False
<S_XG>,I know that William's current praising of David distracted lately,False,59,65,False
<S_XG>,I know that Nicole's current praising of David distracted lately,False,58,64,False
<S_XG>,I know that Eric's current praising of David distracted lately,False,56,62,False
<S_XG>,I know that Melissa's current praising of David distracted lately,False,59,65,False
<S_XG>,I know that Timothy's current praising of David distracted lately,False,59,65,False
<S_XG>,I know that Michael's recent talking to Christopher worried lately,False,60,66,True
<S_XG>,I know that Ashley's recent talking to Christopher worried lately,False,59,65,True
<S_XG>,I know that Daniel's recent talking to Christopher worried lately,False,59,65,True
<S_XG>,I know that John's recent talking to Christopher worried lately,False,57,63,True
<S_XG>,I know that Brandon's recent talking to Christopher worried lately,False,60,66,True
<S_XG>,I know that William's recent talking to Christopher worried lately,False,60,66,True
<S_XG>,I know that Nicole's recent talking to Christopher worried lately,False,59,65,True
<S_XG>,I know that Eric's recent talking to Christopher worried lately,False,57,63,True
<S_XG>,I know that Melissa's recent talking to Christopher worried lately,False,60,66,True
<S_XG>,I know that Timothy's recent talking to Christopher worried lately,False,60,66,True
